Name,Type,Date,Snapshots in the last three weeks,Day of year,Hours since last snapshot,Bugs fixed,Day of week
,,2021-05-11T14:00:00.000Z,3,131,143,20,2
,,2021-05-10T14:00:00.000Z,3,130,119,1,1
,,2021-05-09T14:00:00.000Z,3,129,95,0,7
,,2021-05-08T14:00:00.000Z,3,128,71,0,6
,,2021-05-07T14:00:00.000Z,3,127,47,7,5
,,2021-05-06T14:00:00.000Z,3,126,23,7,4
21w18a,snapshot,2021-05-05T15:24:35.000Z,2,125,170,41,3
,,2021-05-04T14:00:00.000Z,3,124,144,1,2
,,2021-05-03T14:00:00.000Z,3,123,120,0,1
,,2021-05-02T14:00:00.000Z,3,122,96,1,7
,,2021-05-01T14:00:00.000Z,3,121,72,0,6
,,2021-04-30T14:00:00.000Z,3,120,48,0,5
,,2021-04-29T14:00:00.000Z,3,119,24,0,4
21w17a,snapshot,2021-04-28T13:54:05.000Z,3,118,165,12,3
,,2021-04-27T14:00:00.000Z,3,117,141,4,2
,,2021-04-26T14:00:00.000Z,3,116,117,1,1
,,2021-04-25T14:00:00.000Z,3,115,93,1,7
,,2021-04-24T14:00:00.000Z,3,114,69,0,6
,,2021-04-23T14:00:00.000Z,3,113,45,2,5
,,2021-04-22T14:00:00.000Z,3,112,21,3,4
21w16a,snapshot,2021-04-21T16:41:14.000Z,2,111,171,32,3
,,2021-04-20T14:00:00.000Z,3,110,144,15,2
,,2021-04-19T14:00:00.000Z,3,109,120,4,1
,,2021-04-18T14:00:00.000Z,3,108,96,0,7
,,2021-04-17T14:00:00.000Z,3,107,72,2,6
,,2021-04-16T14:00:00.000Z,3,106,48,9,5
,,2021-04-15T14:00:00.000Z,3,105,24,10,4
21w15a,snapshot,2021-04-14T13:41:34.000Z,2,104,168,13,3
,,2021-04-13T14:00:00.000Z,2,103,144,6,2
,,2021-04-12T14:00:00.000Z,2,102,120,2,1
,,2021-04-11T14:00:00.000Z,2,101,96,1,7
,,2021-04-10T14:00:00.000Z,2,100,72,0,6
,,2021-04-09T14:00:00.000Z,2,99,48,3,5
,,2021-04-08T14:00:00.000Z,2,98,24,2,4
21w14a,snapshot,2021-04-07T14:04:09.000Z,2,97,166,7,3
,,2021-04-06T14:00:00.000Z,2,96,142,9,2
,,2021-04-05T14:00:00.000Z,2,95,118,0,1
,,2021-04-04T14:00:00.000Z,2,94,94,1,7
,,2021-04-03T14:00:00.000Z,2,93,70,2,6
,,2021-04-02T14:00:00.000Z,2,92,46,6,5
,,2021-04-01T14:00:00.000Z,2,91,22,0,4
21w13a,snapshot,2021-03-31T16:17:46.000Z,1,90,337,16,3
,,2021-03-30T14:00:00.000Z,2,89,311,3,2
,,2021-03-29T14:00:00.000Z,2,88,287,22,1
,,2021-03-28T14:00:00.000Z,2,87,263,0,7
,,2021-03-27T14:00:00.000Z,2,86,239,1,6
,,2021-03-26T14:00:00.000Z,2,85,215,0,5
,,2021-03-25T14:00:00.000Z,2,84,191,1,4
,,2021-03-24T14:00:00.000Z,2,83,167,53,3
,,2021-03-23T14:00:00.000Z,2,82,143,16,2
,,2021-03-22T14:00:00.000Z,2,81,119,5,1
,,2021-03-21T14:00:00.000Z,2,80,95,1,7
,,2021-03-20T14:00:00.000Z,2,79,71,3,6
,,2021-03-19T14:00:00.000Z,2,78,47,3,5
,,2021-03-18T14:00:00.000Z,2,77,23,5,4
21w11a,snapshot,2021-03-17T15:05:50.000Z,2,76,168,58,3
,,2021-03-16T15:00:00.000Z,3,75,144,15,2
,,2021-03-15T15:00:00.000Z,3,74,120,35,1
,,2021-03-14T15:00:00.000Z,3,73,96,0,7
,,2021-03-13T15:00:00.000Z,3,72,72,2,6
,,2021-03-12T15:00:00.000Z,3,71,48,4,5
,,2021-03-11T15:00:00.000Z,3,70,24,6,4
21w10a,snapshot,2021-03-10T15:24:38.000Z,3,69,316,10,3
,,2021-03-09T15:00:00.000Z,3,68,291,0,2
,,2021-03-08T15:00:00.000Z,3,67,267,7,1
,,2021-03-07T15:00:00.000Z,3,66,243,0,7
,,2021-03-06T15:00:00.000Z,3,65,219,0,6
,,2021-03-05T15:00:00.000Z,3,64,195,0,5
,,2021-03-04T15:00:00.000Z,3,63,171,2,4
,,2021-03-03T15:00:00.000Z,4,62,147,0,3
,,2021-03-02T15:00:00.000Z,4,61,123,4,2
,,2021-03-01T15:00:00.000Z,4,60,99,1,1
,,2021-02-28T15:00:00.000Z,4,59,75,0,7
,,2021-02-27T15:00:00.000Z,4,58,51,0,6
,,2021-02-26T15:00:00.000Z,4,57,27,8,5
21w08b,snapshot,2021-02-25T11:46:34.000Z,4,56,21,7,4
21w08a,snapshot,2021-02-24T14:38:51.000Z,4,55,166,3,3
,,2021-02-23T15:00:00.000Z,4,54,142,1,2
,,2021-02-22T15:00:00.000Z,4,53,118,2,1
,,2021-02-21T15:00:00.000Z,4,52,94,0,7
,,2021-02-20T15:00:00.000Z,4,51,70,1,6
,,2021-02-19T15:00:00.000Z,4,50,46,0,5
,,2021-02-18T15:00:00.000Z,4,49,22,2,4
21w07a,snapshot,2021-02-17T16:35:40.000Z,3,48,167,5,3
,,2021-02-16T15:00:00.000Z,3,47,142,7,2
,,2021-02-15T15:00:00.000Z,3,46,118,2,1
,,2021-02-14T15:00:00.000Z,3,45,94,0,7
,,2021-02-13T15:00:00.000Z,3,44,70,1,6
,,2021-02-12T15:00:00.000Z,3,43,46,1,5
,,2021-02-11T15:00:00.000Z,3,42,22,0,4
21w06a,snapshot,2021-02-10T17:13:54.000Z,2,41,146,3,3
,,2021-02-09T15:00:00.000Z,3,40,120,0,2
,,2021-02-08T15:00:00.000Z,3,39,96,0,1
,,2021-02-07T15:00:00.000Z,3,38,72,0,7
,,2021-02-06T15:00:00.000Z,3,37,48,0,6
,,2021-02-05T15:00:00.000Z,3,36,24,5,5
21w05b,snapshot,2021-02-04T15:09:29.000Z,3,35,23,9,4
21w05a,snapshot,2021-02-03T15:56:54.000Z,3,34,337,16,3
,,2021-02-02T15:00:00.000Z,3,33,312,5,2
,,2021-02-01T15:00:00.000Z,3,32,288,40,1
,,2021-01-31T15:00:00.000Z,3,31,264,0,7
,,2021-01-30T15:00:00.000Z,3,30,240,1,6
,,2021-01-29T15:00:00.000Z,3,29,216,2,5
,,2021-01-28T15:00:00.000Z,3,28,192,9,4
,,2021-01-27T15:00:00.000Z,3,27,168,10,3
,,2021-01-26T15:00:00.000Z,3,26,144,1,2
,,2021-01-25T15:00:00.000Z,3,25,120,2,1
,,2021-01-24T15:00:00.000Z,3,24,96,0,7
,,2021-01-23T15:00:00.000Z,3,23,72,0,6
,,2021-01-22T15:00:00.000Z,3,22,48,2,5
,,2021-01-21T15:00:00.000Z,3,21,24,6,4
21w03a,snapshot,2021-01-20T14:56:29.000Z,2,20,143,4,3
,,2021-01-19T15:00:00.000Z,2,19,119,1,2
,,2021-01-18T15:00:00.000Z,2,18,95,14,1
,,2021-01-17T15:00:00.000Z,2,17,71,0,7
,,2021-01-16T15:00:00.000Z,2,16,47,0,6
,,2021-01-15T15:00:00.000Z,2,15,23,0,5
1.16.5,release,2021-01-14T16:05:32.000Z,1,14,24,3,4
1.16.5-rc1,snapshot,2021-01-13T15:58:55.000Z,0,13,672,1,3
,,2021-01-12T15:00:00.000Z,0,12,647,5,2
,,2021-01-11T15:00:00.000Z,0,11,623,11,1
,,2021-01-10T15:00:00.000Z,0,10,599,0,7
,,2021-01-09T15:00:00.000Z,0,9,575,0,6
,,2021-01-08T15:00:00.000Z,0,8,551,0,5
,,2021-01-07T15:00:00.000Z,0,7,527,0,4
,,2021-01-06T15:00:00.000Z,1,6,503,0,3
,,2021-01-05T15:00:00.000Z,1,5,479,0,2
,,2021-01-04T15:00:00.000Z,1,4,455,0,1
,,2021-01-03T15:00:00.000Z,1,3,431,1,7
,,2021-01-02T15:00:00.000Z,1,2,407,0,6
,,2021-01-01T15:00:00.000Z,1,1,383,0,5
,,2020-12-31T15:00:00.000Z,1,365,359,0,4
,,2020-12-30T15:00:00.000Z,1,364,335,0,3
,,2020-12-29T15:00:00.000Z,1,363,311,0,2
,,2020-12-28T15:00:00.000Z,1,362,287,1,1
,,2020-12-27T15:00:00.000Z,1,361,263,0,7
,,2020-12-26T15:00:00.000Z,1,360,239,0,6
,,2020-12-25T15:00:00.000Z,1,359,215,0,5
,,2020-12-24T15:00:00.000Z,1,358,191,0,4
,,2020-12-23T15:00:00.000Z,2,357,167,0,3
,,2020-12-22T15:00:00.000Z,2,356,143,0,2
,,2020-12-21T15:00:00.000Z,2,355,119,0,1
,,2020-12-20T15:00:00.000Z,2,354,95,0,7
,,2020-12-19T15:00:00.000Z,2,353,71,0,6
,,2020-12-18T15:00:00.000Z,2,352,47,1,5
,,2020-12-17T15:00:00.000Z,2,351,23,2,4
20w51a,snapshot,2020-12-16T16:27:57.000Z,1,350,336,11,3
,,2020-12-15T15:00:00.000Z,2,349,310,1,2
,,2020-12-14T15:00:00.000Z,2,348,286,2,1
,,2020-12-13T15:00:00.000Z,2,347,262,0,7
,,2020-12-12T15:00:00.000Z,2,346,238,1,6
,,2020-12-11T15:00:00.000Z,2,345,214,0,5
,,2020-12-10T15:00:00.000Z,2,344,190,0,4
,,2020-12-09T15:00:00.000Z,2,343,166,0,3
,,2020-12-08T15:00:00.000Z,2,342,142,0,2
,,2020-12-07T15:00:00.000Z,2,341,118,0,1
,,2020-12-06T15:00:00.000Z,2,340,94,0,7
,,2020-12-05T15:00:00.000Z,2,339,70,0,6
,,2020-12-04T15:00:00.000Z,2,338,46,4,5
,,2020-12-03T15:00:00.000Z,2,337,22,0,4
20w49a,snapshot,2020-12-02T16:47:20.000Z,1,336,169,17,3
,,2020-12-01T15:00:00.000Z,2,335,143,0,2
,,2020-11-30T15:00:00.000Z,2,334,119,5,1
,,2020-11-29T15:00:00.000Z,2,333,95,0,7
,,2020-11-28T15:00:00.000Z,2,332,71,1,6
,,2020-11-27T15:00:00.000Z,2,331,47,1,5
,,2020-11-26T15:00:00.000Z,2,330,23,4,4
20w48a,snapshot,2020-11-25T15:42:24.000Z,2,329,336,6,3
,,2020-11-24T15:00:00.000Z,2,328,311,12,2
,,2020-11-23T15:00:00.000Z,2,327,287,7,1
,,2020-11-22T15:00:00.000Z,2,326,263,0,7
,,2020-11-21T15:00:00.000Z,2,325,239,0,6
,,2020-11-20T15:00:00.000Z,2,324,215,0,5
,,2020-11-19T15:00:00.000Z,3,323,191,2,4
,,2020-11-18T15:00:00.000Z,3,322,167,0,3
,,2020-11-17T15:00:00.000Z,4,321,143,2,2
,,2020-11-16T15:00:00.000Z,4,320,119,4,1
,,2020-11-15T15:00:00.000Z,4,319,95,2,7
,,2020-11-14T15:00:00.000Z,4,318,71,0,6
,,2020-11-13T15:00:00.000Z,4,317,47,0,5
,,2020-11-12T15:00:00.000Z,5,316,23,2,4
20w46a,snapshot,2020-11-11T15:30:32.000Z,4,315,167,17,3
,,2020-11-10T15:00:00.000Z,4,314,142,7,2
,,2020-11-09T15:00:00.000Z,4,313,118,8,1
,,2020-11-08T15:00:00.000Z,4,312,94,0,7
,,2020-11-07T15:00:00.000Z,4,311,70,0,6
,,2020-11-06T15:00:00.000Z,4,310,46,1,5
,,2020-11-05T15:00:00.000Z,4,309,22,3,4
20w45a,snapshot,2020-11-04T16:42:00.000Z,3,308,145,0,3
,,2020-11-03T15:00:00.000Z,3,307,119,10,2
,,2020-11-02T15:00:00.000Z,4,306,95,0,1
,,2020-11-01T15:00:00.000Z,4,305,71,0,7
,,2020-10-31T15:00:00.000Z,4,304,47,0,6
,,2020-10-30T15:00:00.000Z,4,303,23,0,5
1.16.4,release,2020-10-29T15:49:37.000Z,3,302,47,0,4
,,2020-10-28T15:00:00.000Z,3,301,22,0,3
1.16.4-rc1,snapshot,2020-10-27T16:31:08.000Z,2,300,121,1,2
,,2020-10-26T15:00:00.000Z,2,299,95,8,1
,,2020-10-25T15:00:00.000Z,2,298,71,0,7
,,2020-10-24T15:00:00.000Z,2,297,47,0,6
,,2020-10-23T15:00:00.000Z,2,296,23,3,5
1.16.4-pre2,snapshot,2020-10-22T15:32:17.000Z,1,295,217,10,4
,,2020-10-21T14:00:00.000Z,1,294,191,1,3
,,2020-10-20T14:00:00.000Z,1,293,167,0,2
,,2020-10-19T14:00:00.000Z,1,292,143,4,1
,,2020-10-18T14:00:00.000Z,1,291,119,0,7
,,2020-10-17T14:00:00.000Z,1,290,95,1,6
,,2020-10-16T14:00:00.000Z,1,289,71,0,5
,,2020-10-15T14:00:00.000Z,1,288,47,0,4
,,2020-10-14T14:00:00.000Z,1,287,23,0,3
1.16.4-pre1,snapshot,2020-10-13T14:36:07.000Z,0,286,793,1,2
,,2020-10-12T14:00:00.000Z,0,285,768,1,1
,,2020-10-11T14:00:00.000Z,0,284,744,0,7
,,2020-10-10T14:00:00.000Z,0,283,720,0,6
,,2020-10-09T14:00:00.000Z,0,282,696,0,5
,,2020-10-08T14:00:00.000Z,0,281,672,1,4
,,2020-10-07T14:00:00.000Z,0,280,648,1,3
,,2020-10-06T14:00:00.000Z,0,279,624,1,2
,,2020-10-05T14:00:00.000Z,0,278,600,0,1
,,2020-10-04T14:00:00.000Z,0,277,576,0,7
,,2020-10-03T14:00:00.000Z,0,276,552,0,6
,,2020-10-02T14:00:00.000Z,0,275,528,2,5
,,2020-10-01T14:00:00.000Z,0,274,504,1,4
,,2020-09-30T14:00:00.000Z,1,273,480,0,3
,,2020-09-29T14:00:00.000Z,1,272,456,1,2
,,2020-09-28T14:00:00.000Z,1,271,432,0,1
,,2020-09-27T14:00:00.000Z,2,270,408,0,7
,,2020-09-26T14:00:00.000Z,2,269,384,0,6
,,2020-09-25T14:00:00.000Z,2,268,360,0,5
,,2020-09-24T14:00:00.000Z,2,267,336,0,4
,,2020-09-23T14:00:00.000Z,2,266,312,1,3
,,2020-09-22T14:00:00.000Z,2,265,288,0,2
,,2020-09-21T14:00:00.000Z,2,264,264,0,1
,,2020-09-20T14:00:00.000Z,2,263,240,0,7
,,2020-09-19T14:00:00.000Z,2,262,216,0,6
,,2020-09-18T14:00:00.000Z,2,261,192,0,5
,,2020-09-17T14:00:00.000Z,2,260,168,0,4
,,2020-09-16T14:00:00.000Z,2,259,144,0,3
,,2020-09-15T14:00:00.000Z,2,258,120,4,2
,,2020-09-14T14:00:00.000Z,2,257,96,1,1
,,2020-09-13T14:00:00.000Z,2,256,72,0,7
,,2020-09-12T14:00:00.000Z,2,255,48,0,6
,,2020-09-11T14:00:00.000Z,2,254,24,0,5
1.16.3,release,2020-09-10T13:42:37.000Z,1,253,73,0,4
,,2020-09-09T14:00:00.000Z,1,252,49,0,3
,,2020-09-08T14:00:00.000Z,1,251,25,0,2
1.16.3-rc1,snapshot,2020-09-07T12:34:06.000Z,0,250,650,0,1
,,2020-09-06T14:00:00.000Z,0,249,628,1,7
,,2020-09-05T14:00:00.000Z,0,248,604,0,6
,,2020-09-04T14:00:00.000Z,0,247,580,0,5
,,2020-09-03T14:00:00.000Z,0,246,556,0,4
,,2020-09-02T14:00:00.000Z,0,245,532,0,3
,,2020-09-01T14:00:00.000Z,0,244,508,6,2
,,2020-08-31T14:00:00.000Z,1,243,484,0,1
,,2020-08-30T14:00:00.000Z,2,242,460,0,7
,,2020-08-29T14:00:00.000Z,2,241,436,0,6
,,2020-08-28T14:00:00.000Z,3,240,412,0,5
,,2020-08-27T14:00:00.000Z,4,239,388,0,4
,,2020-08-26T14:00:00.000Z,5,238,364,0,3
,,2020-08-25T14:00:00.000Z,5,237,340,1,2
,,2020-08-24T14:00:00.000Z,5,236,316,0,1
,,2020-08-23T14:00:00.000Z,5,235,292,0,7
,,2020-08-22T14:00:00.000Z,5,234,268,0,6
,,2020-08-21T14:00:00.000Z,5,233,244,1,5
,,2020-08-20T14:00:00.000Z,5,232,220,0,4
,,2020-08-19T14:00:00.000Z,5,231,196,0,3
,,2020-08-18T14:00:00.000Z,6,230,172,0,2
,,2020-08-17T14:00:00.000Z,6,229,148,3,1
,,2020-08-16T14:00:00.000Z,6,228,124,0,7
,,2020-08-15T14:00:00.000Z,6,227,100,0,6
,,2020-08-14T14:00:00.000Z,6,226,76,0,5
,,2020-08-13T14:00:00.000Z,6,225,52,0,4
,,2020-08-12T14:00:00.000Z,7,224,28,2,3
1.16.2,release,2020-08-11T10:13:46.000Z,6,223,23,0,2
1.16.2-rc2,snapshot,2020-08-10T11:43:36.000Z,5,222,69,4,1
,,2020-08-09T14:00:00.000Z,5,221,47,1,7
,,2020-08-08T14:00:00.000Z,5,220,23,2,6
1.16.2-rc1,snapshot,2020-08-07T14:35:39.000Z,4,219,22,11,5
1.16.2-pre3,snapshot,2020-08-06T16:44:52.000Z,3,218,25,10,4
1.16.2-pre2,snapshot,2020-08-05T15:30:50.000Z,2,217,170,17,3
,,2020-08-04T14:00:00.000Z,3,216,145,7,2
,,2020-08-03T14:00:00.000Z,3,215,121,7,1
,,2020-08-02T14:00:00.000Z,3,214,97,0,7
,,2020-08-01T14:00:00.000Z,3,213,73,0,6
,,2020-07-31T14:00:00.000Z,3,212,49,0,5
,,2020-07-30T14:00:00.000Z,3,211,25,2,4
1.16.2-pre1,snapshot,2020-07-29T13:19:05.000Z,3,210,166,12,3
,,2020-07-28T14:00:00.000Z,3,209,143,15,2
,,2020-07-27T14:00:00.000Z,3,208,119,0,1
,,2020-07-26T14:00:00.000Z,3,207,95,0,7
,,2020-07-25T14:00:00.000Z,3,206,71,2,6
,,2020-07-24T14:00:00.000Z,3,205,47,0,5
,,2020-07-23T14:00:00.000Z,3,204,23,0,4
20w30a,snapshot,2020-07-22T15:05:15.000Z,3,203,169,4,3
,,2020-07-21T14:00:00.000Z,3,202,144,4,2
,,2020-07-20T14:00:00.000Z,3,201,120,19,1
,,2020-07-19T14:00:00.000Z,3,200,96,0,7
,,2020-07-18T14:00:00.000Z,3,199,72,0,6
,,2020-07-17T14:00:00.000Z,3,198,48,0,5
,,2020-07-16T14:00:00.000Z,3,197,24,1,4
20w29a,snapshot,2020-07-15T14:13:47.000Z,2,196,167,8,3
,,2020-07-14T14:00:00.000Z,4,195,143,12,2
,,2020-07-13T14:00:00.000Z,4,194,119,0,1
,,2020-07-12T14:00:00.000Z,4,193,95,1,7
,,2020-07-11T14:00:00.000Z,4,192,71,1,6
,,2020-07-10T14:00:00.000Z,4,191,47,0,5
,,2020-07-09T14:00:00.000Z,4,190,23,0,4
20w28a,snapshot,2020-07-08T15:10:40.000Z,4,189,168,14,3
,,2020-07-07T14:00:00.000Z,6,188,143,9,2
,,2020-07-06T14:00:00.000Z,7,187,119,3,1
,,2020-07-05T14:00:00.000Z,7,186,95,0,7
,,2020-07-04T14:00:00.000Z,7,185,71,0,6
,,2020-07-03T14:00:00.000Z,8,184,47,8,5
,,2020-07-02T14:00:00.000Z,9,183,23,13,4
20w27a,snapshot,2020-07-01T15:07:35.000Z,8,182,173,7,3
,,2020-06-30T14:00:00.000Z,9,181,147,12,2
,,2020-06-29T14:00:00.000Z,9,180,123,5,1
,,2020-06-28T14:00:00.000Z,9,179,99,0,7
,,2020-06-27T14:00:00.000Z,9,178,75,0,6
,,2020-06-26T14:00:00.000Z,9,177,51,1,5
,,2020-06-25T14:00:00.000Z,11,176,27,0,4
1.16.1,release,2020-06-24T10:31:40.000Z,10,175,18,2,3
1.16,release,2020-06-23T16:20:52.000Z,9,174,124,3,2
,,2020-06-22T14:00:00.000Z,9,173,97,1,1
,,2020-06-21T14:00:00.000Z,9,172,73,6,7
,,2020-06-20T14:00:00.000Z,9,171,49,4,6
,,2020-06-19T14:00:00.000Z,9,170,25,1,5
1.16-rc1,snapshot,2020-06-18T12:49:28.000Z,9,169,22,12,4
1.16-pre8,snapshot,2020-06-17T14:45:23.000Z,8,168,23,25,3
1.16-pre7,snapshot,2020-06-16T15:31:35.000Z,7,167,23,26,2
1.16-pre6,snapshot,2020-06-15T16:57:57.000Z,6,166,74,41,1
,,2020-06-14T14:00:00.000Z,6,165,47,4,7
,,2020-06-13T14:00:00.000Z,6,164,23,0,6
1.16-pre5,snapshot,2020-06-12T14:33:59.000Z,5,163,23,35,5
1.16-pre4,snapshot,2020-06-11T15:45:55.000Z,4,162,25,24,4
1.16-pre3,snapshot,2020-06-10T14:57:43.000Z,3,161,124,58,3
,,2020-06-09T14:00:00.000Z,4,160,99,41,2
,,2020-06-08T14:00:00.000Z,4,159,75,27,1
,,2020-06-07T14:00:00.000Z,4,158,51,7,7
,,2020-06-06T14:00:00.000Z,4,157,27,4,6
1.16-pre2,snapshot,2020-06-05T10:47:59.000Z,3,156,17,16,5
1.16-pre1,snapshot,2020-06-04T18:17:51.000Z,2,155,151,39,4
,,2020-06-03T14:00:00.000Z,4,154,123,25,3
,,2020-06-02T14:00:00.000Z,4,153,99,28,2
,,2020-06-01T14:00:00.000Z,4,152,75,4,1
,,2020-05-31T14:00:00.000Z,4,151,51,1,7
,,2020-05-30T14:00:00.000Z,4,150,27,9,6
20w22a,snapshot,2020-05-29T11:25:02.000Z,3,149,215,31,5
,,2020-05-28T14:00:00.000Z,3,148,194,41,4
,,2020-05-27T14:00:00.000Z,4,147,170,13,3
,,2020-05-26T14:00:00.000Z,4,146,146,10,2
,,2020-05-25T14:00:00.000Z,4,145,122,13,1
,,2020-05-24T14:00:00.000Z,4,144,98,0,7
,,2020-05-23T14:00:00.000Z,4,143,74,2,6
,,2020-05-22T14:00:00.000Z,4,142,50,3,5
,,2020-05-21T14:00:00.000Z,4,141,26,8,4
20w21a,snapshot,2020-05-20T12:07:18.000Z,4,140,148,34,3
,,2020-05-19T14:00:00.000Z,4,139,126,1,2
,,2020-05-18T14:00:00.000Z,4,138,102,7,1
,,2020-05-17T14:00:00.000Z,4,137,78,0,7
,,2020-05-16T14:00:00.000Z,4,136,54,0,6
,,2020-05-15T14:00:00.000Z,4,135,30,0,5
20w20b,snapshot,2020-05-14T08:16:26.000Z,3,134,17,1,4
20w20a,snapshot,2020-05-13T15:11:43.000Z,2,133,167,7,3
,,2020-05-12T14:00:00.000Z,3,132,142,1,2
,,2020-05-11T14:00:00.000Z,3,131,118,3,1
,,2020-05-10T14:00:00.000Z,3,130,94,0,7
,,2020-05-09T14:00:00.000Z,3,129,70,2,6
,,2020-05-08T14:00:00.000Z,3,128,46,0,5
,,2020-05-07T14:00:00.000Z,3,127,22,3,4
20w19a,snapshot,2020-05-06T16:23:24.000Z,2,126,169,39,3
,,2020-05-05T14:00:00.000Z,3,125,143,1,2
,,2020-05-04T14:00:00.000Z,3,124,119,0,1
,,2020-05-03T14:00:00.000Z,3,123,95,0,7
,,2020-05-02T14:00:00.000Z,3,122,71,1,6
,,2020-05-01T14:00:00.000Z,3,121,47,4,5
,,2020-04-30T14:00:00.000Z,3,120,23,9,4
20w18a,snapshot,2020-04-29T15:16:34.000Z,2,119,169,37,3
,,2020-04-28T14:00:00.000Z,3,118,144,20,2
,,2020-04-27T14:00:00.000Z,3,117,120,16,1
,,2020-04-26T14:00:00.000Z,3,116,96,2,7
,,2020-04-25T14:00:00.000Z,3,115,72,3,6
,,2020-04-24T14:00:00.000Z,3,114,48,5,5
,,2020-04-23T14:00:00.000Z,4,113,24,12,4
20w17a,snapshot,2020-04-22T13:47:50.000Z,3,112,168,22,3
,,2020-04-21T14:00:00.000Z,4,111,144,4,2
,,2020-04-20T14:00:00.000Z,4,110,120,13,1
,,2020-04-19T14:00:00.000Z,4,109,96,0,7
,,2020-04-18T14:00:00.000Z,4,108,72,0,6
,,2020-04-17T14:00:00.000Z,4,107,48,2,5
,,2020-04-16T14:00:00.000Z,4,106,24,3,4
20w16a,snapshot,2020-04-15T14:13:01.000Z,5,105,170,12,3
,,2020-04-14T14:00:00.000Z,5,104,146,1,2
,,2020-04-13T14:00:00.000Z,5,103,122,1,1
,,2020-04-12T14:00:00.000Z,5,102,98,1,7
,,2020-04-11T14:00:00.000Z,5,101,74,1,6
,,2020-04-10T14:00:00.000Z,5,100,50,3,5
,,2020-04-09T14:00:00.000Z,5,99,26,0,4
20w15a,snapshot,2020-04-08T12:29:24.000Z,5,98,142,8,3
,,2020-04-07T14:00:00.000Z,5,97,120,13,2
,,2020-04-06T14:00:00.000Z,5,96,96,5,1
,,2020-04-05T14:00:00.000Z,5,95,72,1,7
,,2020-04-04T14:00:00.000Z,5,94,48,1,6
,,2020-04-03T14:00:00.000Z,5,93,24,5,5
20w14a,snapshot,2020-04-02T14:28:06.000Z,4,92,26,4,4
20w14infinite,snapshot,2020-04-01T12:47:08.000Z,4,91,144,11,3
,,2020-03-31T14:00:00.000Z,4,90,121,6,2
,,2020-03-30T14:00:00.000Z,4,89,97,14,1
,,2020-03-29T14:00:00.000Z,4,88,73,0,7
,,2020-03-28T14:00:00.000Z,4,87,49,4,6
,,2020-03-27T14:00:00.000Z,4,86,25,4,5
20w13b,snapshot,2020-03-26T13:00:34.000Z,3,85,20,3,4
20w13a,snapshot,2020-03-25T17:05:33.000Z,2,85,168,35,3
,,2020-03-24T15:00:00.000Z,3,83,142,3,2
,,2020-03-23T15:00:00.000Z,3,82,118,6,1
,,2020-03-22T15:00:00.000Z,3,81,94,0,7
,,2020-03-21T15:00:00.000Z,3,80,70,2,6
,,2020-03-20T15:00:00.000Z,3,79,46,3,5
,,2020-03-19T15:00:00.000Z,3,78,22,6,4
20w12a,snapshot,2020-03-18T16:42:06.000Z,3,78,168,23,3
,,2020-03-17T15:00:00.000Z,3,76,143,18,2
,,2020-03-16T15:00:00.000Z,3,75,119,7,1
,,2020-03-15T15:00:00.000Z,3,74,95,4,7
,,2020-03-14T15:00:00.000Z,3,73,71,0,6
,,2020-03-13T15:00:00.000Z,3,72,47,22,5
,,2020-03-12T15:00:00.000Z,3,71,23,3,4
20w11a,snapshot,2020-03-11T16:28:27.000Z,2,71,168,26,3
,,2020-03-10T15:00:00.000Z,3,69,143,0,2
,,2020-03-09T15:00:00.000Z,3,68,119,14,1
,,2020-03-08T15:00:00.000Z,3,67,95,3,7
,,2020-03-07T15:00:00.000Z,3,66,71,0,6
,,2020-03-06T15:00:00.000Z,3,65,47,1,5
,,2020-03-05T15:00:00.000Z,3,64,23,4,4
20w10a,snapshot,2020-03-04T16:21:41.000Z,2,64,168,23,3
,,2020-03-03T15:00:00.000Z,2,62,142,2,2
,,2020-03-02T15:00:00.000Z,2,61,118,1,1
,,2020-03-01T15:00:00.000Z,2,61,94,1,7
,,2020-02-29T15:00:00.000Z,2,60,70,0,6
,,2020-02-28T15:00:00.000Z,2,59,46,14,5
,,2020-02-27T15:00:00.000Z,2,58,22,4,4
20w09a,snapshot,2020-02-26T16:43:08.000Z,1,57,171,12,3
,,2020-02-25T15:00:00.000Z,1,56,145,30,2
,,2020-02-24T15:00:00.000Z,1,55,121,4,1
,,2020-02-23T15:00:00.000Z,1,54,97,0,7
,,2020-02-22T15:00:00.000Z,1,53,73,0,6
,,2020-02-21T15:00:00.000Z,1,52,49,0,5
,,2020-02-20T15:00:00.000Z,1,51,25,0,4
